BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10
1,01847,0003,,2021,,147252.0,,,,147252.0,45490.0,,19585.0,
1,01847,0039,,2021,596640.0,,83470.0,,,683014.0,304150.0,,82350.0,36061019702
1,01847,0042,,2021,445337.0,113040.0,,,,558377.0,528573.0,,140201.0,
1,01847,0049,,2021,177062.0,,,,,177062.0,79259.0,4753.0,12654.0,36061019702
1,01847,0050,,2021,232173.0,,,,,232198.0,74533.0,7015.0,12493.0,36061019702
1,01847,0051,,2021,167945.0,,,,,167945.0,97847.0,6768.0,7450.0,36061019702
1,01847,0053,,2021,116392.0,,,,21596.0,236963.0,72586.0,2800.0,5951.0,36061019702
1,01847,0054,,2021,233223.0,,,,21831.0,297279.0,136798.0,32677.0,6613.0,36061019702
1,01847,0057,,2021,443803.0,,,,,524291.0,174355.0,,26281.0,
1,01847,0059,,2021,130484.0,,,,23815.0,233868.0,69797.0,3004.0,10864.0,36061019702
1,01847,0060,,2021,104479.0,,,,30311.0,206481.0,99996.0,,11308.0,36061019702
1,01847,0066,,2021,707855.0,,,,,707855.0,197980.0,,62559.0,
1,01847,0068,,2021,1091976.0,,,,,1091976.0,372172.0,,96508.0,36061019702
1,01848,0031,,2021,1303160.0,,,,,1312986.0,419640.0,,116040.0,
1,01848,0053,,2021,357974.0,,,,,640181.0,174651.0,,22621.0,36061020102
1,01849,0010,,2021,209543.0,,,,,209543.0,90370.0,3776.0,10634.0,36061020102
1,01849,0014,,2021,140948.0,,,,14662.0,155878.0,85679.0,2795.0,16100.0,36061020102
1,01849,0020,,2021,151550.0,,,,10591.0,162141.0,97759.0,2485.0,10108.0,36061020102
1,01849,0050,,2021,403806.0,,,,,404291.0,333643.0,34604.0,32326.0,36061020102
1,01849,0050,,2021,403806.0,,,,,404291.0,333643.0,34604.0,32326.0,36061020102
1,01849,0050,,2021,403806.0,,,,,404291.0,333643.0,34604.0,32326.0,36061020102
1,01851,0001,,2021,,,876959.0,,,2589694.0,586580.0,5684.0,537.0,
1,01851,1002,1004,2021,1211608.0,8434653.0,,,,12609903.0,2876678.0,69718.0,400822.0,
1,01851,1002,1004,2021,1211608.0,8434653.0,,,,12609903.0,2876678.0,69718.0,400822.0,
1,01851,1002,1004,2021,1211608.0,8434653.0,,,,12609903.0,2876678.0,69718.0,400822.0,
1,01851,0005,,2021,680439.0,1791540.0,218700.0,,,2690679.0,1408059.0,,395472.0,
1,01851,0008,,2021,3111660.0,5523638.0,,,146051.0,12079565.0,5880063.0,,545843.0,
1,01852,1004,1004,2021,3871471.0,,,,,3960303.0,1403972.0,,61920.0,
1,01852,1101,1101,2021,16787168.0,,,,,17786663.0,7910974.0,,670806.0,
1,01859,0027,,2021,393572.0,,,,22351.0,416148.0,410867.0,,43402.0,36061018900
1,01859,0022,,2021,70037.0,456587.0,,,,526624.0,474020.0,23412.0,311276.0,
1,01859,0024,,2021,212807.0,1006653.0,,24000.0,,1249098.0,419986.0,85605.0,80047.0,
1,01859,0027,,2021,393572.0,,,,22351.0,416148.0,410867.0,,43402.0,36061018900
1,01859,0027,,2021,393572.0,,,,22351.0,416148.0,410867.0,,43402.0,36061018900
1,01859,0027,,2021,393572.0,,,,22351.0,416148.0,410867.0,,43402.0,36061018900
1,01859,0037,,2021,114996.0,,,,,114996.0,12647.0,,,
1,01860,0028,,2021,89550.0,342009.0,,,,431713.0,305640.0,,38804.0,
1,01860,0026,,2021,325101.0,,,,,325101.0,115381.0,,31365.0,
1,01860,0028,,2021,89550.0,342009.0,,,,431713.0,305640.0,,38804.0,
1,01860,0034,,2021,146476.0,,,,,193754.0,122380.0,,36226.0,
1,01860,0061,,2021,155123.0,,,,,155123.0,40749.0,,296.0,
1,01860,0063,,2021,61402.0,,,,,83314.0,6326.0,,378.0,
1,01860,0064,,2021,70592.0,,,,,91328.0,17639.0,,95.0,
1,01861,0001,,2021,83515.0,176865.0,,,,450462.0,190716.0,32082.0,32357.0,
1,01861,0010,,2021,781888.0,,73022.0,,7497152.0,8367721.0,2481655.0,,852341.0,36061019300
1,01861,0024,,2021,78174.0,319515.0,,,,397689.0,119481.0,,25217.0,
1,01861,0029,,2021,353899.0,,,,,540265.0,251253.0,,108052.0,
1,01861,0003,,2021,467078.0,,,,,467078.0,272821.0,,65310.0,
1,01861,0031,,2021,71695.0,207540.0,,,2117.0,400583.0,192374.0,89815.0,50586.0,
1,01861,0032,,2021,,399777.0,,,,399777.0,183386.0,,79468.0,
1,01861,0034,,2021,358007.0,,,,,412316.0,101594.0,2068.0,31856.0,
1,01879,0053,,2021,,,,,,360000.0,60000.0,,27000.0,
1,01861,0004,,2021,467078.0,,,,,467078.0,272821.0,,65310.0,
1,01861,0005,,2021,668262.0,,,,,668262.0,301562.0,24194.0,80191.0,
1,01861,0062,,2021,,320175.0,,,,524175.0,269197.0,,37644.0,
1,01861,0063,,2021,330504.0,,130175.0,,,468773.0,248233.0,,22149.0,
1,01861,0064,,2021,104604.0,,,,,161604.0,88368.0,,31867.0,
1,01862,0001,,2021,25268.0,404246.0,,,,473106.0,183684.0,,68829.0,
1,01862,1001,1001,2021,346496.0,,,,,407067.0,200918.0,,5166.0,
1,01862,0003,,2021,120815.0,,,,,149895.0,65771.0,,204.0,
1,01862,0064,,2021,61511.0,,,,,103728.0,19654.0,,95.0,
1,01863,0037,,2021,736082.0,,,,48950.0,785057.0,634575.0,,111086.0,36061019300
1,01863,0037,,2021,736082.0,,,,48950.0,785057.0,634575.0,,111086.0,36061019300
1,01863,0037,,2021,736082.0,,,,48950.0,785057.0,634575.0,,111086.0,36061019300
1,01863,0037,,2021,736082.0,,,,48950.0,785057.0,634575.0,,111086.0,36061019300
1,01844,0055,,2021,538781.0,,,,274215.0,813196.0,732783.0,,116438.0,36061019300
1,01844,0055,,2021,538781.0,,,,274215.0,813196.0,732783.0,,116438.0,36061019300
1,01863,0052,,2021,456702.0,,,,,457769.0,189565.0,,54235.0,
1,01863,0053,,2021,435818.0,,,,,436835.0,182250.0,,51462.0,
1,01863,0059,,2021,96338.0,429673.0,,,,526011.0,220219.0,,7934.0,
1,01863,0059,,2021,96338.0,429673.0,,,,526011.0,220219.0,,7934.0,
1,01864,0023,,2021,1698543.0,,,,,1702143.0,441212.0,,106436.0,36061019300
1,01864,0036,,2021,573647.0,,,,4269893.0,4966271.0,1851732.0,5577.0,224246.0,
1,01864,0039,,2021,2209679.0,,,,,2223580.0,1461652.0,,187134.0,36061019300
1,01865,0040,,2021,,11141972.0,,,,11942328.0,3673666.0,,1463182.0,36061019701
1,01865,0040,,2021,,11141972.0,,,,11942328.0,3673666.0,,1463182.0,36061019701
1,01866,0002,,2021,,8722678.0,,,,8812040.0,3179642.0,44535.0,440107.0,
1,01867,0023,,2021,,983078.0,,,,984290.0,911902.0,,157556.0,
1,01867,0049,,2021,,724062.0,,,,728421.0,432627.0,,174730.0,
1,01867,0052,,2021,133282.0,520510.0,,,,657663.0,418358.0,,125980.0,
1,01867,0054,,2021,,612613.0,,,,616493.0,453385.0,,189855.0,
1,01867,0064,,2021,34388.0,431299.0,,,,468891.0,364157.0,,114813.0,
1,01867,0074,,2021,25435.0,1179501.0,,,,1328769.0,616912.0,,121482.0,
1,01867,0009,,2021,,,,,,1748224.0,5649.0,,,
1,01868,0001,,2021,1200353.0,2292880.0,,,,3551683.0,1995312.0,356325.0,144899.0,
1,01868,1002,1002,2021,,,,,,2941049.0,860772.0,44684.0,307956.0,
1,01868,1402,1402,2021,329988.0,7252964.0,,,14240.0,7627992.0,4314576.0,698311.0,678438.0,
1,01868,0020,,2021,80031.0,907716.0,98216.0,26000.0,,3239932.0,581581.0,,33241.0,
1,01868,0044,,2021,304687.0,1298561.0,,,,3719641.0,1045222.0,,179619.0,
1,01869,1202,0109,2021,1297284.0,,,,,1297284.0,1500554.0,,69828.0,
1,01869,0013,,2021,,,,,,419756.0,178660.0,21981.0,42225.0,
1,01869,0136,,2021,335146.0,,,,,341060.0,140286.0,5388.0,44592.0,
1,01869,0029,,2021,523837.0,1331191.0,,,,2368009.0,1104795.0,,61022.0,
1,01869,0044,,2021,603286.0,3734390.0,,,,4801995.0,2090968.0,293411.0,323167.0,
1,01869,0059,,2021,41340.0,685839.0,,,,727974.0,156554.0,,19438.0,
1,01869,0006,,2021,137124.0,658658.0,,,,798206.0,256785.0,,66030.0,
1,01870,1001,1001,2021,,,,,,291714.0,196394.0,,67685.0,
1,01870,1101,1106,2021,,,,,,603888.0,325386.0,,,
1,01870,0030,,2021,132640.0,56421.0,,,,273202.0,88312.0,,9901.0,
1,01870,0032,,2021,19380.0,294815.0,,,,378936.0,128174.0,19866.0,22273.0,
1,01870,0034,,2021,458227.0,,,,,617067.0,150467.0,,34649.0,
1,01870,0037,,2021,793870.0,,,,17546.0,821470.0,264750.0,9348.0,46408.0,36061018700
1,01870,0043,,2021,728748.0,,,,80124.0,1156430.0,419575.0,16029.0,79578.0,36061018700
1,01870,0056,,2021,851028.0,467934.0,,,,1318962.0,397468.0,20350.0,88199.0,
1,01871,1001,1001,2021,,,,,,117668.0,1166365.0,1012296.0,24396.0,
1,01871,1101,1101,2021,,,,,,,21551.0,,5429.0,
1,01871,1201,1202,2021,,,,,,961826.0,342997.0,48380.0,25710.0,
1,01871,1203,1203,2021,1673351.0,,,,,1673351.0,1176704.0,135746.0,203413.0,
1,01871,0022,,2021,,,,,,,120316.0,,10780.0,
1,01872,0010,,2021,,,,,,353582.0,54120.0,3391.0,,
1,01872,0043,,2021,6473578.0,,14540.0,,4067.0,7380201.0,3829580.0,,224080.0,36061018700
1,01872,0054,,2021,,,,,,26538.0,91092.0,,5000.0,
1,01872,0061,,2021,1948967.0,525719.0,,,,2499448.0,1481037.0,,287138.0,
1,01873,0001,,2021,306439.0,1232367.0,,,,1618216.0,1142591.0,38495.0,72825.0,
1,01873,0010,,2021,803945.0,,,,,1084549.0,647125.0,46386.0,145466.0,
1,01873,0108,,2021,,164064.0,,,,328128.0,24196.0,,1290.0,
1,01873,0029,,2021,95904.0,243000.0,,,,467904.0,145783.0,,27013.0,
1,01873,0030,,2021,78087.0,196800.0,,,,374817.0,98315.0,,28263.0,
1,01873,0031,,2021,573365.0,1704156.0,,,,2359484.0,1697434.0,56528.0,176237.0,
1,01873,0036,,2021,72295.0,176341.0,,,,400867.0,131304.0,,35970.0,
1,01873,0037,,2021,211701.0,148128.0,,,,359829.0,117643.0,,44587.0,
1,01873,0039,,2021,400278.0,,,,,401148.0,345459.0,,39058.0,36061018700
1,01873,0042,,2021,881499.0,,86047.0,,9846.0,1288660.0,387561.0,12682.0,70296.0,
1,01873,0058,,2021,50347.0,204378.0,,,,249157.0,118602.0,12335.0,33594.0,
1,01873,0059,,2021,96838.0,169756.0,,,307.0,261770.0,86816.0,5625.0,12050.0,
1,01874,0001,,2021,92898.0,112789.0,,,,206846.0,48756.0,,32813.0,
1,01874,0024,,2021,130421.0,360085.0,,,,496877.0,316479.0,2648.0,65242.0,
1,01874,0025,,2021,338153.0,,,,,339719.0,244959.0,,71182.0,
1,01874,0003,,2021,,241770.0,,,,241770.0,63620.0,,14122.0,
1,01874,0004,,2021,,483783.0,,,,483783.0,232697.0,,26608.0,
1,01874,1001,1001,2021,,,,,,1812020.0,332010.0,46713.0,9600.0,
1,01874,0004,,2021,,483783.0,,,,483783.0,232697.0,,26608.0,
1,01874,0027,,2021,48511.0,361210.0,,,,412301.0,204451.0,21375.0,69077.0,
1,01874,0052,,2021,430655.0,,,,4290591.0,5125546.0,1941413.0,,315383.0,36061019100
1,01875,0139,,2021,33060.0,190210.0,,,,223270.0,101389.0,9681.0,16466.0,
1,01875,0146,,2021,54665.0,152095.0,,,,272760.0,191269.0,,52678.0,
1,01875,0029,,2021,341581.0,606814.0,,,,1406960.0,441256.0,,101269.0,
1,01875,0037,,2021,768.0,303142.0,,,,303910.0,118397.0,22610.0,18451.0,
1,01875,0038,,2021,840.0,571197.0,,,,572037.0,167200.0,27440.0,9002.0,
1,01875,0042,,2021,19488.0,382764.0,,,,402252.0,134618.0,19392.0,14473.0,
1,01875,0058,,2021,415276.0,1081306.0,,,,1497602.0,973398.0,,143577.0,
1,01876,0001,,2021,4880796.0,,91134.0,,,5016406.0,1965699.0,,363046.0,
1,01876,0012,,2021,180145.0,374908.0,,,,735835.0,262423.0,,72828.0,
1,01876,0032,,2021,19524.0,403068.0,,,,482592.0,132379.0,19812.0,15605.0,
1,01876,0033,,2021,,413026.0,,,,471686.0,135718.0,19400.0,24617.0,
1,01876,0058,,2021,71026.0,717623.0,,,,1037204.0,318060.0,33843.0,49022.0,
1,01876,0060,,2021,59024.0,1008923.0,,,,1071052.0,337163.0,42750.0,59401.0,
1,01877,0016,,2021,,170275.0,,,,477594.0,98201.0,,51582.0,
1,01877,0018,,2021,868694.0,,,,,868694.0,424067.0,,171400.0,
1,01877,0028,,2021,111080.0,,,,,111080.0,93472.0,,15588.0,36061019100
1,01877,0031,,2021,755066.0,,,,,952050.0,479877.0,,112782.0,
1,01877,0032,,2021,80000.0,110841.0,,,,214442.0,85973.0,,16938.0,
1,01877,0035,,2021,383232.0,,,,,423275.0,201349.0,38644.0,25138.0,
1,01877,0036,,2021,248435.0,,,,,326687.0,130527.0,25051.0,16296.0,
1,01877,0048,,2021,35109.0,57340.0,,,,92449.0,123550.0,,38105.0,
1,01877,0049,,2021,60159.0,66850.0,,,,127009.0,128173.0,,42654.0,
1,01877,0050,,2021,,,,,,108014.0,58253.0,,7851.0,
1,01877,0052,,2021,,177920.0,,,,418217.0,184403.0,,61008.0,
1,01878,1001,1002,2021,,,,,,1344908.0,209261.0,,,
1,01878,0012,,2021,2005174.0,3382278.0,,,,6405119.0,3485832.0,46016.0,294282.0,
1,01878,0030,,2021,62537.0,177862.0,,,,336943.0,179866.0,,19708.0,
1,01878,0031,,2021,159367.0,312933.0,,,,561483.0,361795.0,,45042.0,
1,01878,0052,,2021,564880.0,425763.0,,,5449.0,996092.0,530135.0,80148.0,172712.0,
1,01879,0011,,2021,95932.0,256974.0,,,,352906.0,96006.0,,21630.0,
1,01879,0023,,2021,699943.0,,,,,699943.0,316671.0,,169674.0,
1,01879,0026,,2021,12748.0,267800.0,,,,280548.0,169153.0,,57253.0,
1,01879,0031,,2021,105272.0,368166.0,,,,701493.0,294302.0,,86966.0,
1,01879,0037,,2021,156028.0,1691052.0,,,,1968969.0,550738.0,20606.0,176996.0,
1,01879,0043,,2021,306896.0,,,,,306896.0,130611.0,,29377.0,
1,01879,0049,,2021,74980.0,461580.0,,,,536560.0,166810.0,,17563.0,
1,01879,0061,,2021,,496279.0,,,,681876.0,319365.0,111832.0,69452.0,
1,01880,0021,,2021,92621.0,332150.0,,,,424771.0,206561.0,,66624.0,
1,01880,0023,,2021,85087.0,283200.0,,,,368287.0,175461.0,10700.0,42538.0,
1,01880,0025,,2021,90645.0,508949.0,,,,600834.0,357254.0,,53761.0,
1,01880,0027,,2021,124013.0,,,,,124013.0,14606.0,,,
1,01880,0029,,2021,361500.0,550053.0,,,,1119453.0,640986.0,,68711.0,
1,01880,0040,,2021,79641.0,321470.0,,,,401111.0,193646.0,,58128.0,
1,01880,0053,,2021,84433.0,397182.0,29137.0,,,588036.0,164116.0,11329.0,26588.0,
1,01880,0061,,2021,,,,,,1055550.0,346869.0,143093.0,16227.0,
1,01881,0001,,2021,28569.0,5232.0,,,,326385.0,129527.0,,23138.0,
1,01881,0022,,2021,87568.0,358671.0,,,,446239.0,149465.0,,8500.0,
1,01881,0003,,2021,,1672547.0,,,,2785624.0,2960473.0,,567532.0,
1,01881,0035,,2021,1826742.0,1269142.0,284052.0,,,1636337.0,366609.0,22012.0,4801.0,
1,01882,1101,1101,2021,,,,,,846690.0,36299.0,,,
1,01882,1102,1102,2021,,,,,,2379927.0,149647.0,,300.0,
1,01882,0020,,2021,509154.0,1385452.0,,,,1922376.0,753695.0,59826.0,99653.0,
1,01882,0024,,2021,353462.0,1829538.0,,,,2214338.0,822178.0,68033.0,112266.0,
1,01882,0042,,2021,69609.0,98285.0,,,,169252.0,434253.0,,41066.0,
1,01882,0047,,2021,167845.0,1229474.0,,,,1399286.0,557655.0,56775.0,217968.0,
1,01882,0061,,2021,,,,,,1276890.0,406540.0,90988.0,78727.0,
1,01882,0063,,2021,,341058.0,,,,909188.0,226860.0,27111.0,4971.0,
1,01883,1007,1007,2021,,43200.0,,,,43200.0,5327.0,,,
1,01883,0011,,2021,5754.0,684572.0,,,,695985.0,481495.0,,113657.0,
1,01883,0014,,2021,93422.0,724678.0,,,1453.0,826346.0,534018.0,,147776.0,
1,01883,0018,,2021,243086.0,350305.0,,,14140.0,613681.0,500117.0,,155174.0,
1,01883,0022,,2021,889309.0,,,,,896286.0,513765.0,,112760.0,
1,01883,0042,,2021,,775487.0,,19719.0,,799954.0,537381.0,,128352.0,
1,01883,0048,,2021,51166.0,291353.0,,,9331.0,351850.0,304204.0,,113107.0,
1,01883,0050,,2021,10057.0,313203.0,,,,323260.0,315588.0,,93720.0,
1,01883,0052,,2021,,312706.0,,,,312706.0,321750.0,,106043.0,
1,01883,0057,,2021,6744.0,405158.0,,,,415022.0,287665.0,,91519.0,
1,01883,0059,,2021,,2908808.0,,,,3202144.0,2113297.0,,658442.0,
1,01884,0001,,2021,,,1530362.0,571516.0,,2419113.0,948833.0,,203165.0,
1,01884,0011,,2021,40630.0,1006550.0,,,1374.0,1053015.0,879191.0,,375945.0,
1,01884,0018,,2021,23107.0,1024577.0,,,,1060003.0,632506.0,,246337.0,
1,01884,0021,,2021,15475.0,514286.0,,,,535205.0,405337.0,,156743.0,
1,01884,0039,,2021,25417.0,359651.0,,,2013.0,390634.0,280217.0,,115234.0,
1,01884,0040,,2021,18475.0,453446.0,,,,474085.0,386755.0,,144164.0,
1,01884,0043,,2021,11671.0,837913.0,,,,854383.0,516166.0,,202149.0,
1,01884,0046,,2021,15788.0,569995.0,,,,587722.0,346691.0,,111595.0,
1,01884,0048,,2021,18433.0,968026.0,,,,992041.0,622784.0,,252174.0,
1,01884,0052,,2021,7959.0,107437.0,,,,137353.0,99105.0,,24482.0,
1,01884,0006,,2021,118599.0,751591.0,,,,876370.0,579914.0,,210994.0,
1,01884,0061,,2021,,,,,,432639.0,1075944.0,,468051.0,
1,01885,1001,1001,2021,,1894774.0,,,,1960231.0,1527731.0,,533301.0,
1,01885,0011,,2021,6835.0,823402.0,,,,837507.0,581842.0,,156367.0,
1,01885,0119,,2021,,112222.0,,,,112222.0,83319.0,,23777.0,
1,01885,0148,,2021,,104332.0,,,,104332.0,96609.0,,31643.0,
1,01885,0015,,2021,27813.0,611941.0,,,3356.0,647074.0,360383.0,,112310.0,
1,01885,0021,,2021,202014.0,1327734.0,,,,1628519.0,445996.0,138111.0,39541.0,
1,01885,0024,,2021,15246.0,910446.0,,,,931308.0,784795.0,,222140.0,36061019900
1,01885,0027,,2021,4596.0,497291.0,,,,506489.0,509749.0,,150278.0,
1,01885,0029,,2021,,2756443.0,37482.0,,,3084293.0,1987139.0,650088.0,184027.0,
1,01885,0036,,2021,,,246802.0,3968239.0,,5121654.0,2337915.0,,150067.0,
1,01885,0040,,2021,9475.0,1079112.0,,,,1093480.0,593596.0,,182947.0,
1,01885,0043,,2021,106372.0,744028.0,,,,854226.0,594409.0,,202319.0,
1,01887,0015,,2021,,411944.0,,,,499204.0,127595.0,21600.0,27417.0,
1,01887,0040,,2021,711053.0,1432823.0,,,15711.0,2224183.0,1025617.0,122283.0,235306.0,
1,01887,0047,,2021,11833.0,344638.0,,,,359785.0,106207.0,745.0,24970.0,
1,01888,0001,,2021,1268325.0,324275.0,,,2059.0,1606924.0,1140456.0,30020.0,329883.0,
1,01888,0015,,2021,668170.0,2083517.0,,,,2760303.0,1672919.0,,291460.0,
1,01888,0007,,2021,397634.0,489656.0,,,,887290.0,279418.0,,54141.0,
1,01889,0001,,2021,1358242.0,5169359.0,,,,6673361.0,2895942.0,,350721.0,
1,01889,0128,,2021,30877.0,221350.0,,,,252227.0,166279.0,,11587.0,
1,01889,0025,,2021,,174505.0,,,,174505.0,46611.0,909.0,16325.0,
1,01889,0027,,2021,217932.0,,,,,217932.0,86793.0,,45933.0,
1,01889,0040,,2021,2745841.0,,,,,2790624.0,1278838.0,,199875.0,
1,01889,0046,,2021,841641.0,,,,,841641.0,205404.0,,49039.0,
1,01889,0068,,2021,,,,,,,24008.0,,3000.0,
1,01889,0008,,2021,207850.0,,,,,207850.0,137553.0,6504.0,26682.0,
1,01890,0015,,2021,659469.0,2292783.0,80616.0,,,3193338.0,1875672.0,2230.0,502440.0,
1,01890,0036,,2021,3761358.0,,,,,3781276.0,1741139.0,27120.0,156072.0,
1,01890,0064,,2021,282935.0,802220.0,,,,1086355.0,449674.0,3574.0,125811.0,
1,01890,0069,,2021,397211.0,,,,,397211.0,166059.0,,75141.0,
1,01890,0007,,2021,320125.0,305721.0,,,,625846.0,430732.0,,181121.0,
1,01890,0072,,2021,1834.0,44017.0,,,,45851.0,17257.0,,,
1,01891,0026,,2021,3896334.0,,,,,3793372.0,1861755.0,136097.0,218646.0,
1,01891,0029,,2021,289055.0,,,,,289055.0,105409.0,,24584.0,
1,01891,0031,,2021,63324.0,112754.0,,,,176078.0,88032.0,,35214.0,
1,01891,0032,,2021,23400.0,202744.0,,,,226144.0,100518.0,,34960.0,
1,01891,0034,,2021,85761.0,180423.0,,,,266184.0,109056.0,,33003.0,
1,01891,0044,,2021,104641.0,77841.0,,,,182482.0,89481.0,,7098.0,
1,01891,0046,,2021,,,,,,297081.0,87546.0,,33290.0,
1,01891,0049,,2021,48650.0,167260.0,,,,215910.0,97671.0,,31223.0,
1,01891,0054,,2021,1273954.0,,,,,1273954.0,524947.0,38651.0,93895.0,
1,01891,0065,,2021,157082.0,178381.0,,,,335463.0,96020.0,13639.0,14158.0,
1,01892,0013,,2021,366793.0,510509.0,,,,877302.0,774515.0,,147333.0,
1,01892,0016,,2021,2023288.0,,,,,2023288.0,985507.0,107518.0,274217.0,
1,01892,0019,,2021,506898.0,,,,,506898.0,247691.0,11566.0,32414.0,
1,01892,0023,,2021,44348.0,137892.0,,,,182240.0,62837.0,,23099.0,
1,01892,0042,,2021,23207.0,,,,,23207.0,34993.0,,7957.0,
1,01892,0046,,2021,272564.0,1052183.0,,,10010.0,1546588.0,424822.0,,119894.0,
1,01892,0063,,2021,,171018.0,,,,171018.0,116114.0,4800.0,19986.0,
1,01893,1001,1001,2021,,,,,,564281.0,344642.0,56347.0,82160.0,
1,01893,0021,,2021,195207.0,520978.0,,,,717230.0,339178.0,,115001.0,
1,01893,0024,,2021,32244.0,113880.0,,,,146124.0,91406.0,,18926.0,
1,01893,0003,,2021,,2105633.0,,,,2105633.0,2625081.0,,362612.0,
1,01893,0039,,2021,779256.0,568176.0,,,,1356487.0,446605.0,,70473.0,
1,01893,0009,,2021,81747.0,150191.0,,,,232612.0,94579.0,,30305.0,
1,01894,1001,1001,2021,,,,,,1183900.0,160224.0,60610.0,2900.0,
1,01894,0050,,2021,,,,,,136100.0,13841.0,,760.0,
1,01895,0012,,2021,,1721331.0,,,,1736502.0,452442.0,86379.0,53944.0,
1,01895,0016,,2021,152929.0,471723.0,,,5623.0,911049.0,716197.0,,269504.0,
1,01895,0164,,2021,5156.0,107083.0,,,,112756.0,100811.0,,16782.0,
1,01895,0023,,2021,85713.0,1206270.0,,,,1583321.0,2372404.0,,620071.0,
1,01895,0028,,2021,19593.0,401718.0,,,,421373.0,247073.0,,74245.0,
1,01895,0039,,2021,62674.0,1751003.0,,,12440.0,1827866.0,1509638.0,,311477.0,
1,01895,0052,,2021,59072.0,717015.0,,55978.0,,832065.0,575642.0,,170699.0,
1,01895,0055,,2021,208212.0,3011269.0,,,,3864830.0,2390592.0,,689846.0,
1,01895,0078,,2021,,200235.0,,,,200235.0,132857.0,,42864.0,
1,01896,1001,1001,2021,,,,,,1363469.0,168119.0,,150089.0,
1,01896,0028,,2021,17590.0,541384.0,,,,563822.0,362243.0,,139584.0,
1,01896,0032,,2021,68681.0,655027.0,,,4469.0,737334.0,465228.0,,191728.0,
1,01896,0043,,2021,2432576.0,5054298.0,16800.0,,,7641612.0,3785417.0,,312985.0,
1,01896,0053,,2021,10749.0,642926.0,,,,662025.0,374190.0,,101207.0,
1,01896,0065,,2021,129361.0,2192595.0,,,60.0,2845624.0,1538426.0,,350635.0,
1,01896,0072,,2021,169425.0,738060.0,,,,2369054.0,1912005.0,,2584.0,
1,01896,0074,,2021,254758.0,840038.0,,38720.0,,1146192.0,720659.0,,201143.0,
1,01896,0077,,2021,72490.0,721781.0,,,10310.0,809623.0,524840.0,,188178.0,
1,01896,0083,,2021,24749.0,617135.0,,,,675039.0,1102971.0,,95162.0,
1,01896,0087,,2021,42859.0,972494.0,,,,1019078.0,707322.0,,125581.0,
1,00019,0019,,2021,,,98979.0,263200.0,,807052.0,324349.0,,120949.0,
1,01901,0001,,2021,2107762.0,,112521.0,,,2252313.0,1296248.0,160537.0,182417.0,
1,01901,0012,,2021,187752.0,,,,,234155.0,94077.0,35.0,6217.0,36061021800
1,01901,0015,,2021,144293.0,,,,,173413.0,82832.0,5970.0,12485.0,36061021800
1,01901,0016,,2021,205119.0,,,,,205136.0,93006.0,3300.0,5651.0,36061021800
1,01901,0018,,2021,119616.0,,,,,161041.0,69739.0,,8015.0,36061021800
1,01901,0019,,2021,302862.0,,,,,408168.0,153962.0,3939.0,13454.0,36061021800
1,01901,0021,,2021,308789.0,,,,,390832.0,149414.0,14114.0,11003.0,36061021800
1,01901,0023,,2021,318769.0,,,,,409689.0,169615.0,2036.0,10457.0,36061021800
1,01901,0029,,2021,,,633385.0,,,1288047.0,245797.0,,24152.0,
1,00192,0001,,2021,,,46998989.0,,,67790570.0,16905210.0,2727737.0,2552101.0,
1,00193,1001,1001,2021,,,,,,597690.0,213153.0,,9569.0,
1,00193,0023,,2021,7185.0,82648.0,,,,175984.0,41499.0,,12503.0,
1,00193,0025,,2021,18512.0,208650.0,,,,493362.0,154195.0,8100.0,52901.0,
1,00193,0038,,2021,33961.0,,,,,64961.0,80781.0,,1807.0,
1,00193,0045,,2021,,,408597.0,,,458512.0,200331.0,,31751.0,
1,00194,1001,1001,2021,,201100.0,,,,582200.0,127109.0,13780.0,8888.0,
1,00194,0013,,2021,18564.0,24200.0,,,,176113.0,165298.0,69253.0,41263.0,
1,00194,0019,,2021,,,,,,26732.0,80125.0,,22025.0,
1,00194,0020,,2021,104940.0,,266827.0,,,599868.0,148732.0,,10519.0,
1,00194,0023,,2021,24159.0,,,,,24159.0,45147.0,,29928.0,
1,00194,0030,,2021,,108850.0,,,,174850.0,172837.0,,77366.0,
1,00194,0032,,2021,36188.0,786441.0,,,,1212573.0,398509.0,31766.0,142876.0,
1,00194,0036,,2021,,,,,,733215.0,435165.0,,10493.0,
1,00194,0042,,2021,,,9825866.0,,,10644570.0,3391302.0,219485.0,514314.0,
1,00194,0005,,2021,,,963210.0,,,1203210.0,863403.0,,112651.0,
1,00195,0001,,2021,,174042.0,197612.0,,,434101.0,282516.0,,218431.0,
1,00195,0015,,2021,,,82600.0,,,109000.0,25983.0,,2062.0,
1,00195,0030,,2021,,,1188527.0,,,1187527.0,428714.0,,32411.0,
1,00195,0004,,2021,,,,,,374663.0,473152.0,59911.0,111269.0,
1,00195,0009,,2021,,,1606490.0,,,1957800.0,297569.0,106705.0,46955.0,
1,00196,0001,,2021,,,756288.0,,,862387.0,142000.0,,40000.0,
