BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10
3,01963,0025,,2021,379425.0,414672.0,,,,799652.0,270578.0,,42162.0,
3,01963,0028,,2021,272700.0,179412.0,,,,462676.0,171884.0,,18070.0,
3,01963,0036,,2021,225497.0,,,,,241572.0,120239.0,,48127.0,
3,01963,0005,,2021,,415360.0,,,,415360.0,79450.0,,29175.0,
3,01963,0064,,2021,167521.0,297815.0,,,,465336.0,267596.0,,39891.0,
3,01966,0013,,2021,381137.0,,,,,381652.0,114320.0,,43363.0,36047023100
3,01966,0004,,2021,477365.0,,,,,609904.0,191270.0,,64562.0,36047023100
3,01968,0032,,2021,410242.0,,,,,410242.0,175705.0,,48150.0,
3,01969,0022,,2021,2537217.0,,,,,2627041.0,918680.0,299501.0,176809.0,36047023100
3,01970,0001,,2021,383726.0,,,,,396106.0,150496.0,,57966.0,
3,01971,0011,,2021,357202.0,,,,,380002.0,80419.0,,30738.0,
3,01973,0051,,2021,441493.0,,,,,509693.0,227889.0,3200.0,48397.0,
3,01974,0004,,2021,546997.0,,,,,546997.0,230474.0,,73594.0,
3,01976,0002,,2021,746887.0,26494.0,,,,794740.0,195992.0,,41772.0,
3,01978,0025,,2021,329466.0,282675.0,,,,627219.0,263932.0,,27857.0,
3,01978,0034,,2021,747885.0,,,,,828269.0,313941.0,,74961.0,
3,01979,0024,,2021,,1246975.0,,,,1259973.0,585052.0,,146404.0,
3,01979,0003,,2021,654123.0,,,,,654123.0,458518.0,,133888.0,
3,01982,0001,,2021,553228.0,,,,,553228.0,192145.0,,34711.0,36047023100
3,01982,0069,,2021,575491.0,,,,,575491.0,238987.0,,21536.0,36047023100
3,01982,0007,,2021,557711.0,,,,,557711.0,148575.0,,22839.0,36047023100
3,01993,0011,,2021,,389809.0,,,,394843.0,101098.0,316.0,43557.0,
3,01996,1101,1101,2021,,,,,,21600.0,31390.0,,,
3,01997,0020,,2021,537246.0,,,,,537246.0,320049.0,,102649.0,36047022700
3,01997,0028,,2021,2191965.0,,,,,2191965.0,1176986.0,,42369.0,36047022700
3,01999,0033,,2021,97740.0,,,,,151740.0,50122.0,1756.0,7476.0,
3,02001,1001,1001,2021,,,,,,16258850.0,6419518.0,664342.0,1361629.0,
3,02001,1002,1002,2021,,,1875674.0,,,3332561.0,7966813.0,3167839.0,856448.0,
3,02003,0034,,2021,,,773430.0,,,896919.0,596368.0,121450.0,88957.0,
3,02009,0001,,2021,,,21570677.0,,,25208414.0,8196102.0,2449976.0,1504036.0,
3,02009,1001,1004,2021,1225793.0,10147649.0,,,63441.0,11764942.0,4771930.0,54986.0,307793.0,
3,02010,0021,,2021,409976.0,,,,,410026.0,130910.0,,20056.0,36047019900
3,02011,0021,,2021,362433.0,,,,,362433.0,126430.0,,27185.0,36047019900
3,02011,0007,,2021,1062987.0,80010.0,,,,1143079.0,426793.0,,77772.0,
3,02012,0001,,2021,4835559.0,,,,,4977365.0,1620953.0,,506143.0,36047019900
3,02012,0027,,2021,,98000.0,,,,196282.0,69718.0,,10761.0,
3,02012,0032,,2021,,,240262.0,,,257295.0,107139.0,,2142.0,
3,02013,0041,,2021,492485.0,216816.0,,,2146.0,714621.0,280248.0,,44027.0,
3,02013,0041,,2021,492485.0,216816.0,,,2146.0,714621.0,280248.0,,44027.0,
3,02014,1101,1101,2021,,,,,,81963.0,11388.0,,,
3,02015,0020,,2021,,167856.0,,,,181968.0,37805.0,,7607.0,
3,02018,0067,,2021,,,,114186.0,,254808.0,36331.0,,14062.0,
3,02019,0040,,2021,614886.0,,,,2236706.0,2866075.0,1367070.0,,201239.0,36047022700
3,02019,0060,,2021,,,,,,134500.0,9870.0,,,
3,02019,0009,,2021,446961.0,,,,,446961.0,166837.0,,18052.0,
3,02020,0062,,2021,,,,,,79358.0,14173.0,250.0,,
3,02021,0004,,2021,274268.0,,,,,299415.0,130961.0,,34132.0,
3,02022,0018,,2021,,,1165792.0,,,1168628.0,816026.0,,534659.0,
3,02029,0019,,2021,,,,,,19450.0,31689.0,1310.0,1033.0,
3,02029,0024,,2021,,,,99999.0,,288752.0,159628.0,57035.0,17898.0,
3,02029,0036,,2021,,,,,,75805.0,66495.0,35045.0,3969.0,
3,02029,0039,,2021,265462.0,,,,,265462.0,97255.0,,31330.0,
3,02029,0040,,2021,44064.0,145752.0,,,,189816.0,110473.0,,17220.0,
3,02030,0015,,2021,,,,,,489010.0,291145.0,7994.0,16669.0,
3,02030,0035,,2021,,,,,,174223.0,67767.0,34504.0,5472.0,
3,02030,0042,,2021,67872.0,,,,,67872.0,81398.0,,19366.0,
3,02030,0056,,2021,190036.0,,,,,245948.0,104735.0,,34004.0,
3,02030,0008,,2021,,,,,,174223.0,52701.0,11991.0,8423.0,
3,02032,0013,,2021,42599.0,145975.0,,,,189474.0,62870.0,,1996.0,
3,02032,0022,,2021,,,,,,119972.0,42676.0,,10000.0,
3,02045,0038,,2021,,,,,,,15303.0,,4207.0,
3,02045,0053,,2021,623536.0,,74885.0,,,752835.0,219435.0,10800.0,62605.0,36047018700
3,02045,0067,,2021,212348.0,,,,,212348.0,115886.0,13498.0,43064.0,36047018700
3,02046,0005,,2021,410370.0,,,,,410370.0,165742.0,,56938.0,
3,02046,0077,,2021,630152.0,,,,,630152.0,123048.0,,,36047018700
3,02047,0040,,2021,,,15147237.0,,,20235261.0,8964627.0,2534967.0,1601556.0,
3,02049,1001,1001,2021,,,,,,41340.0,22500.0,,9000.0,
3,02049,1002,1002,2021,,,,,,180000.0,59300.0,,48000.0,
3,02049,0002,,2021,,22501139.0,,,,23391582.0,4604282.0,,693368.0,36047001500
3,02049,0008,,2021,,,1354400.0,,,1419700.0,783462.0,,240880.0,
3,02058,0017,,2021,,,,,,,6787608.0,,2129777.0,
3,02059,0001,,2021,,,2453923.0,,,3120208.0,24754052.0,,5731124.0,
3,02061,1004,1004,2021,10785921.0,,,,,10810292.0,5388762.0,531127.0,1522009.0,
3,02061,0101,,2021,2906855.0,,,,,4132611.0,1133635.0,66006.0,179916.0,36047003100
3,02061,0110,,2021,7302593.0,,,,,8357608.0,2891920.0,222860.0,495963.0,36047003100
3,02061,1105,1105,2021,8415867.0,,,,,8437194.0,3103061.0,389204.0,456598.0,
3,02062,0001,,2021,,,292027.0,,,292027.0,143632.0,66862.0,15019.0,
3,02062,0005,,2021,,,1637935.0,,,1637935.0,284904.0,,161160.0,
3,02073,0015,,2021,973169.0,,,,,1003077.0,324293.0,,156904.0,
3,02073,0028,,2021,15407.0,1029722.0,,,,1269919.0,400302.0,,92015.0,
3,02075,0012,,2021,1376374.0,1967076.0,498825.0,,,3991416.0,1383690.0,,357985.0,
3,02075,0028,,2021,,,,,,376236.0,154814.0,96470.0,17093.0,
3,02092,0053,,2021,,,,,,85800.0,19710.0,,1267.0,
3,02095,0026,,2021,,,,,,18802.0,117717.0,,4404.0,
3,02096,0047,,2021,,200102.0,,,,325174.0,207297.0,,25120.0,
3,02096,0069,,2021,,,,,,584848.0,174531.0,15689.0,20502.0,
3,02098,0011,,2021,124723.0,393160.0,,,,522399.0,204090.0,,96641.0,
3,02099,0016,,2021,472925.0,118800.0,,,,592102.0,150025.0,,17884.0,
3,02100,0076,,2021,1830432.0,,,,37890.0,1974487.0,605992.0,,134039.0,
3,02101,0062,,2021,561829.0,,,,,561981.0,277592.0,,68079.0,
3,02101,0070,,2021,19200.0,228650.0,,,,250250.0,54503.0,,8808.0,
3,02101,0073,,2021,145173.0,233925.0,,,,379098.0,89031.0,,12811.0,
3,02102,0008,,2021,272612.0,1001277.0,,,698.0,1337042.0,496555.0,9071.0,82442.0,
3,02106,1101,1104,2021,,,,,,925667.0,123059.0,68652.0,2042.0,
3,02106,1102,1103,2021,9445943.0,,,,,9708024.0,3887986.0,40087.0,456035.0,
3,02106,1201,1201,2021,,,,,,1223694.0,168283.0,,218.0,
3,02106,0024,,2021,,,1950565.0,,,2602835.0,684810.0,,117033.0,
3,02106,0035,,2021,,,,,,,64565.0,,755.0,
3,02106,0006,,2021,,,241500.0,,,338921.0,76889.0,,9263.0,
3,02106,0009,,2021,,,,,,6607323.0,2108220.0,274222.0,184715.0,
3,02107,1001,1006,2021,18751887.0,,18500.0,,,20659143.0,8176087.0,,1070567.0,
3,02108,0001,,2021,,,2600012.0,,,2600012.0,1590602.0,,292589.0,
3,02108,0021,,2021,437726.0,297858.0,,,8118.0,1024243.0,310409.0,,76922.0,
3,02110,1001,1001,2021,13331433.0,,,,,19634274.0,5466479.0,201826.0,510704.0,
3,02112,0038,,2021,67494.0,113700.0,,,,181194.0,168278.0,,8793.0,
3,02112,0042,,2021,28790.0,146874.0,,,,175664.0,230464.0,,94200.0,
3,02113,0022,,2021,,,403564.0,,,556779.0,21.0,,,
3,02114,0023,,2021,,1275747.0,,,,1457377.0,488380.0,,73413.0,
3,02116,1003,1003,2021,,,,,,51250.0,7124.0,,1925.0,
3,02116,0012,,2021,225305.0,,,,,590261.0,123442.0,,17828.0,
3,02117,0009,,2021,389331.0,,,,,437845.0,150829.0,,48983.0,
3,02119,0010,,2021,331789.0,411821.0,,,,749506.0,308460.0,,57175.0,
3,02120,0017,,2021,37800.0,235573.0,,,,273373.0,154135.0,,78525.0,
3,02128,0005,,2021,807861.0,7602349.0,,,,8936866.0,3075617.0,334268.0,290044.0,36047054900
3,02130,0017,,2021,,,425003.0,,,425003.0,144220.0,,25417.0,
3,02131,0001,,2021,837822.0,,,,,1047325.0,337680.0,,107366.0,
3,02132,0016,,2021,,566892.0,,,,607079.0,189964.0,,73015.0,36047054900
3,02132,0034,,2021,,,,,,27424.0,62551.0,,14965.0,
3,02132,0035,,2021,46258.0,,,,,88462.0,35136.0,,10874.0,
3,02133,0001,,2021,36753.0,181900.0,,,,229453.0,121860.0,16300.0,23681.0,
3,02134,0056,,2021,1364090.0,16874808.0,,,,19349304.0,6836611.0,1437291.0,527219.0,36047054700
3,02135,0001,,2021,1346974.0,,,,,1396850.0,596410.0,,131694.0,36047054700
3,02135,0103,,2021,1681298.0,,,,,1739592.0,635676.0,,122754.0,36047054700
3,02135,0104,,2021,1521065.0,,,,,1568495.0,614437.0,,125960.0,36047054700
3,02136,0034,,2021,165600.0,,,,,165600.0,45048.0,,22374.0,
3,02137,0014,,2021,2884343.0,,,,,3043254.0,1473057.0,,284477.0,36047054700
3,02139,0027,,2021,237824.0,,,,,321384.0,205063.0,,47951.0,
3,02140,0011,,2021,,,138154.0,,,555589.0,34390.0,,6000.0,
3,02140,0011,,2021,,,138154.0,,,555589.0,34390.0,,6000.0,
3,02140,0009,,2021,,,184230.0,,,188814.0,58976.0,,9110.0,
3,02146,0023,,2021,336043.0,,,,3533.0,372576.0,145941.0,,9186.0,
3,02148,0023,,2021,321891.0,,,,,321891.0,243829.0,,75319.0,
3,00215,0008,,2021,83934.0,236725.0,,,,320659.0,194823.0,,40772.0,
3,02152,0030,,2021,167107.0,,,,32547.0,199654.0,84365.0,,16679.0,
3,02156,0124,,2021,1050654.0,,,,,1082771.0,367974.0,,110897.0,
3,02156,0023,,2021,1076854.0,,147650.0,,,1224504.0,512083.0,,172843.0,36047054700
3,02157,0037,,2021,666533.0,,,,,666533.0,242739.0,,111961.0,
3,02159,0001,,2021,48981.0,,,,,75014.0,650476.0,,118960.0,
3,02160,0018,,2021,714632.0,,,,,714632.0,251560.0,,70928.0,36047054700
3,02173,0025,,2021,440029.0,,,,,448407.0,224154.0,,48254.0,
3,02178,0001,,2021,1211.0,24000.0,,,,67211.0,35577.0,,95.0,
3,02183,0010,,2021,29356.0,,,,,78691.0,39580.0,,10815.0,
3,02183,1101,1101,2021,,,,,,80700.0,24039.0,,6605.0,
3,02183,0058,,2021,516786.0,,,,113075.0,629861.0,220518.0,,41251.0,
3,02186,0001,,2021,6008930.0,,,,3950943.0,10586567.0,8927145.0,,2013626.0,36047053900
3,02187,0025,,2021,56300.0,,,,,56300.0,25524.0,,6400.0,
3,02193,0013,,2021,26642.0,,,,,26642.0,21837.0,,5165.0,
3,00022,0016,,2021,,,,,,35735.0,594574.0,,45497.0,
3,00220,0016,,2021,610681.0,439055.0,,,,1059862.0,529821.0,52421.0,92497.0,
3,00220,0003,,2021,24932.0,876792.0,,,,901724.0,366979.0,40620.0,45095.0,
3,02205,0032,,2021,279765.0,,,,,337415.0,191107.0,3080.0,46052.0,
3,02206,0011,,2021,555874.0,,,,,555874.0,233273.0,,79295.0,
3,02206,0007,,2021,,499646.0,,,,499646.0,269817.0,,68476.0,
3,02207,0032,,2021,259919.0,,,,,345575.0,179323.0,,51029.0,
3,00221,1001,1001,2021,,175663.0,,,,182343.0,81119.0,18788.0,37365.0,
3,00221,0020,,2021,1636333.0,1927940.0,,,,3943916.0,1720728.0,67331.0,343025.0,
3,02212,0021,,2021,199154.0,,12396.0,,,211550.0,99034.0,,28892.0,
3,02214,0021,,2021,,,,,,100001.0,65254.0,,12703.0,
3,02216,0013,,2021,,,130858.0,,,253326.0,,,30386.0,
3,02216,0032,,2021,,,,,,219761.0,17127.0,,3267.0,
3,02217,0052,,2021,189743.0,,,,,189743.0,106884.0,,49580.0,
3,02219,0035,,2021,839370.0,,,,,965945.0,389301.0,,135388.0,
3,02220,0001,,2021,105176.0,,,42316.0,,147492.0,52892.0,,16439.0,
3,02221,0034,,2021,,,,,,143976.0,47731.0,,13505.0,
3,02224,0013,,2021,,,,,,291344.0,147350.0,,38695.0,
3,02228,1001,1001,2021,,,223532.0,,,223532.0,72584.0,,33441.0,
3,02228,0011,,2021,,,,,,73800.0,92440.0,,15670.0,
3,02228,0025,,2021,,,,,,,35682.0,,8542.0,
3,02228,0031,,2021,65142.0,,,,,89965.0,31047.0,,10595.0,
3,02228,0033,,2021,159246.0,,,,,246536.0,91751.0,,32719.0,
3,02231,0001,,2021,,,5280.0,,,23480.0,14504.0,,2853.0,
3,02236,0007,,2021,146759.0,,21600.0,,,197159.0,86761.0,,25595.0,36047053100
3,02239,0008,,2021,2235518.0,,,,,2235518.0,959932.0,,303336.0,
3,00224,0005,,2021,,5933116.0,,,,6054142.0,1977124.0,,317953.0,
3,02240,0039,,2021,,,,,,53645.0,14810.0,,6663.0,
3,02240,0040,,2021,,,,,,53645.0,14810.0,,6663.0,
3,02240,0041,,2021,,,,,,53645.0,14810.0,,6663.0,
3,02245,0139,,2021,112562.0,,20540.0,,,133102.0,49457.0,,15231.0,
3,02245,0140,,2021,117636.0,,19575.0,,,137211.0,49448.0,,17254.0,
3,02245,0141,,2021,115376.0,,16750.0,,,132126.0,46867.0,,14934.0,
3,02245,0142,,2021,117654.0,,17925.0,,,135579.0,47521.0,,13921.0,
3,02245,0143,,2021,118465.0,,22213.0,,,140678.0,49609.0,,15765.0,
3,00225,0020,,2021,,586902.0,,,,666540.0,244532.0,8353.0,86289.0,
3,02250,0014,,2021,,,,,,178306.0,63612.0,,21683.0,
3,02250,0038,,2021,,,,,,240781.0,96912.0,,27875.0,
3,02250,0038,,2021,,,,,,240781.0,96912.0,,27875.0,
3,02250,0043,,2021,,169245.0,,,,169245.0,86731.0,,22865.0,
3,02250,0044,,2021,,170389.0,,,,170389.0,89717.0,,24130.0,
3,00226,0022,,2021,,102700.0,41600.0,,,168897.0,42303.0,,13949.0,
3,00226,0026,,2021,,,,,,65000.0,35928.0,,8500.0,
3,00226,0028,,2021,108936.0,,,,,142580.0,53042.0,,3078.0,
3,00226,0030,,2021,255870.0,,,,,255870.0,,,11616.0,36047000100
3,00226,0004,,2021,594245.0,425544.0,,,,1023645.0,442961.0,,61900.0,
3,02260,0014,,2021,,,,,,27253.0,,,,
3,02264,0063,,2021,279951.0,,88406.0,,,368357.0,145147.0,,45924.0,36047053100
3,02264,0074,,2021,243105.0,,,,,280522.0,110882.0,,38987.0,
3,02267,0012,,2021,,,,,,189797.0,49364.0,,,
3,02273,0013,,2021,,32400.0,,,,89088.0,22855.0,,12743.0,
3,02276,0016,,2021,,,27000.0,,,147000.0,26316.0,,14690.0,
3,02276,0022,,2021,,,,,,104606.0,46643.0,13525.0,10400.0,
3,02276,0026,,2021,,,,,,823909.0,269170.0,,51350.0,
3,02279,0015,,2021,,,,,,668704.0,388402.0,108217.0,96626.0,
3,02279,0024,,2021,,,,,,668704.0,388402.0,108217.0,96626.0,
3,02282,0001,,2021,,,,,,1955619.0,5390979.0,924390.0,853241.0,
3,02289,0014,,2021,,4802265.0,,,,5063717.0,2693425.0,232499.0,196989.0,36047055700
3,02289,0033,,2021,,,,,,1442327.0,125969.0,806.0,42342.0,
3,02290,0005,,2021,,2644211.0,,,,2684878.0,447692.0,142623.0,25742.0,
3,02291,0051,,2021,,,779999.0,,,792379.0,294674.0,,58324.0,
3,02296,1002,1002,2021,846549.0,,,,,846549.0,372552.0,,110155.0,
3,02296,1003,1003,2021,,,946459.0,,,946459.0,519562.0,55350.0,69450.0,
3,02297,0021,,2021,,1608445.0,,,,1610230.0,519203.0,99802.0,176222.0,
3,02298,0021,,2021,,,,,,,219870.0,,104268.0,
3,02303,0009,,2021,,,,,,,66441.0,,544.0,
3,02303,0009,,2021,,,,,,,66441.0,,544.0,
3,02304,0022,,2021,,,,,,20173.0,160734.0,,4660.0,
3,02305,0018,,2021,,1810594.0,2509353.0,,,4533626.0,693650.0,14510.0,151587.0,
3,02306,0018,,2021,,1921488.0,,,,1922258.0,612602.0,246236.0,51677.0,
3,02307,0001,,2021,8815976.0,,,,,9305588.0,3008156.0,,295218.0,36047051900
3,02309,0015,,2021,,,,,,348805.0,102216.0,,25293.0,
3,02309,0017,,2021,,1507527.0,,,,1543934.0,356379.0,,73272.0,
3,02310,0004,,2021,1286738.0,,,,,1286738.0,631586.0,,174660.0,
3,02311,0035,,2021,340597.0,,,,,341867.0,164111.0,,41649.0,
3,02313,0030,,2021,,135000.0,178500.0,,,320500.0,162388.0,12000.0,12000.0,
3,02314,0005,,2021,,,,,,151081.0,31543.0,,,
3,02315,0014,,2021,1887940.0,,,,,1900996.0,539554.0,,163291.0,36047051900
3,02316,0049,,2021,,,,,,,265660.0,,4900.0,
3,02317,0005,,2021,3336996.0,,,,,3413906.0,1217168.0,,277406.0,36047055700
3,02317,0009,,2021,,,,,,33000.0,74085.0,,34000.0,
3,02318,0011,,2021,3600.0,113400.0,,,,117000.0,43195.0,,19325.0,
3,02318,0017,,2021,326582.0,,,,,326582.0,139467.0,,40603.0,
3,02318,0029,,2021,26083.0,114600.0,,,,140683.0,37192.0,,7620.0,
3,02319,0006,,2021,223060.0,,,,,223060.0,68617.0,,26988.0,
3,02320,0025,,2021,279503.0,,,,,353801.0,119780.0,,43332.0,
3,02322,0001,,2021,946762.0,,,,,946762.0,393215.0,,103430.0,
3,02322,0023,,2021,194755.0,642300.0,,,,837055.0,266261.0,,94111.0,
3,02322,0006,,2021,625266.0,,,,,625266.0,267197.0,,68308.0,
3,02323,0017,,2021,75317.0,,,,,75317.0,91966.0,,2453.0,
3,02323,0018,,2021,52646.0,,,,,52646.0,83938.0,,1165.0,
3,02323,0057,,2021,244297.0,33748.0,163294.0,,,487830.0,361346.0,3440.0,20228.0,
3,02324,1001,1001,2021,1446854.0,,,,,1448507.0,831618.0,,256428.0,
3,02324,1101,1101,2021,,,,,,325526.0,112761.0,,1123.0,
3,02324,0030,,2021,,28074057.0,,,,29688873.0,7279655.0,,1957535.0,36047055500
3,02325,0011,,2021,,,,,,99852.0,10806.0,,718.0,
3,02325,0012,,2021,,,,,,199704.0,21597.0,,1434.0,
3,02325,0024,,2021,1179794.0,,,,,1509287.0,368590.0,,145263.0,36047055500
3,02325,0030,,2021,,60000.0,,,,200576.0,35506.0,,12931.0,
3,02326,0033,,2021,,,,,,273688.0,15187.0,,,
3,02326,0009,,2021,,45600.0,,,,45600.0,8368.0,3800.0,319.0,
3,02327,0024,,2021,,,,,,63000.0,405407.0,,14552.0,
3,02328,0004,,2021,1056.0,,,,,1056.0,17615.0,,2814.0,
3,02328,0008,,2021,118847.0,211600.0,,,,624217.0,198485.0,,22628.0,
3,02329,0003,,2021,,,,,,87400.0,37337.0,,7015.0,
3,02329,0003,,2021,,,,,,87400.0,37337.0,,7015.0,
3,02332,1001,1001,2021,3698986.0,,,,,3750958.0,2275729.0,,659393.0,
3,02332,1004,1004,2021,,,,,,238526.0,113124.0,,1127.0,
3,02332,1101,1101,2021,,,,,,230413.0,109277.0,,1089.0,
3,02333,1001,1001,2021,,,,,,1003134.0,81971.0,665.0,,
3,02333,1101,1101,2021,,,,,,96337.0,64047.0,,4346.0,
3,02333,0013,,2021,,,,,,564712.0,84183.0,,3390.0,
3,02333,0019,,2021,,,,,,72000.0,5537.0,,,
3,02334,0011,,2021,,,,,,1047618.0,1805351.0,162069.0,9523.0,
3,02334,0016,,2021,,,,,,1287616.0,519295.0,233863.0,28953.0,
3,02334,0022,,2021,,,,,,,73999.0,,,
3,02334,0005,,2021,,377131.0,223048.0,,,753587.0,188155.0,,22747.0,
3,02335,0005,,2021,,,,,,552887.0,364283.0,138553.0,11364.0,
3,02335,0006,,2021,,,,,,52500.0,388502.0,,,
3,02336,0018,,2021,,1873793.0,,,,1986841.0,885802.0,,66976.0,
3,00234,0035,,2021,37813.0,258085.0,,,,295898.0,90274.0,5251.0,15022.0,
3,00234,0039,,2021,752949.0,,,,,779355.0,252248.0,,98374.0,
3,00234,0050,,2021,224442.0,93480.0,,,,318680.0,88355.0,3995.0,13864.0,
3,00234,0069,,2021,,304412.0,,,,304412.0,189619.0,58421.0,8457.0,
3,02340,0004,,2021,,22102286.0,,,,23200319.0,6029509.0,,1790336.0,36047055500
3,02341,0001,,2021,750.0,,,,,95595.0,263479.0,88330.0,24569.0,
3,02342,0022,,2021,,152648.0,,,,677763.0,434520.0,20518.0,221931.0,
3,02344,0016,,2021,819491.0,,,,,820338.0,307921.0,2899.0,58470.0,36047055300
3,02348,1001,1001,2021,,,,,,529052.0,49766.0,,963.0,
3,02349,0023,,2021,,1936875.0,383797.0,,,2543320.0,976579.0,49575.0,231644.0,
3,00235,0042,,2021,27800.0,819630.0,,,,890876.0,424331.0,,86270.0,
3,00235,0046,,2021,593643.0,869519.0,,,5823.0,1515697.0,459079.0,92223.0,39767.0,
3,00235,0061,,2021,29132.0,219572.0,,,,251384.0,118407.0,574.0,32081.0,
3,02350,1101,1102,2021,3980661.0,,,63000.0,,5602711.0,1727599.0,50798.0,416174.0,
3,02350,1101,1102,2021,3980661.0,,,63000.0,,5602711.0,1727599.0,50798.0,416174.0,
3,02352,1001,1004,2021,,,,,,3793551.0,341561.0,,3033.0,
3,02352,1003,1003,2021,,,,,,578507.0,115096.0,,,
3,02352,1005,1005,2021,734103.0,,,,,746463.0,297011.0,13494.0,45416.0,
3,02352,1102,1104,2021,,,,,,212169.0,587016.0,,202327.0,
3,02352,1103,1103,2021,,,,,,673495.0,65589.0,,13002.0,
3,02352,1105,1105,2021,,,,,,43899.0,12207.0,,,
3,02352,0025,,2021,118098.0,203940.0,,,,387378.0,110001.0,,17063.0,
3,02352,0090,,2021,,,,,,2476410.0,1175601.0,633363.0,2671.0,
3,02353,0026,,2021,,,,,,,32892.0,,9579.0,
3,02355,0001,,2021,,,,,,582929.0,31378.0,,,
3,02357,0025,,2021,,,,,,83752.0,43275.0,,15330.0,
3,02358,1202,1202,2021,359458.0,,,,,359458.0,120084.0,4550.0,34634.0,
3,00236,0101,,2021,25974.0,162328.0,51200.0,,,239502.0,156370.0,6481.0,25838.0,
3,00236,0103,,2021,791344.0,2315943.0,,,,3153738.0,1717708.0,360225.0,407215.0,
3,00236,0107,,2021,226934.0,14700.0,,,,241834.0,156485.0,6894.0,65402.0,
3,00236,0108,,2021,182008.0,,,,,182183.0,133585.0,9141.0,39166.0,
3,00236,0109,,2021,246851.0,,,,,247076.0,138986.0,8794.0,48493.0,
3,00236,0110,,2021,196675.0,,,,,197900.0,169402.0,10863.0,78910.0,
3,00236,0007,,2021,724351.0,,,,,727851.0,361508.0,13696.0,177761.0,
3,00236,0082,,2021,55884.0,254436.0,,,,310320.0,66278.0,,36190.0,
3,00236,0097,,2021,,164400.0,,,,164400.0,35525.0,,15992.0,
3,02364,0001,,2021,587392.0,,,,,611392.0,314983.0,,60404.0,
3,02364,0015,,2021,,,,,,48748.0,26334.0,,6412.0,
3,02364,0015,,2021,,,,,,48748.0,26334.0,,6412.0,
3,02364,0016,,2021,,,,,,,27245.0,,8403.0,
3,02364,0019,,2021,30342.0,,76413.0,,,107138.0,106227.0,27689.0,13091.0,
3,02367,1001,1001,2021,,,,,,539160.0,64712.0,,37817.0,
3,02367,0028,,2021,,,38209.0,,,38209.0,36193.0,,6000.0,
3,02367,0028,,2021,,,38209.0,,,38209.0,36193.0,,6000.0,
3,02368,0023,,2021,156270.0,161700.0,,,,497242.0,80501.0,,1395.0,
3,02368,0029,,2021,681295.0,,,,,681295.0,175035.0,,58628.0,
3,00237,0020,,2021,202346.0,837770.0,,,,1040116.0,581829.0,130785.0,170599.0,
3,00237,0037,,2021,151672.0,1023553.0,94270.0,,,1496294.0,499306.0,49000.0,69437.0,
3,00237,0054,,2021,183029.0,2829660.0,,,,3164761.0,845341.0,109151.0,315412.0,
3,00237,0060,,2021,66324.0,221400.0,,,,287724.0,65923.0,,20528.0,
3,02386,0018,,2021,,542611.0,,,,542611.0,147437.0,,23693.0,
3,02371,0042,,2021,939485.0,46747.0,157328.0,,,1171160.0,256938.0,,71203.0,36047051300
3,02374,0016,,2021,113577.0,,,,,115377.0,7919.0,,3204.0,36047051300
3,02375,0010,,2021,,,,,,297495.0,60609.0,,,
3,02375,0005,,2021,1357299.0,,,,,1449386.0,392377.0,77566.0,121564.0,36047051300
3,02377,0012,,2021,,,1374295.0,,,1374295.0,180319.0,,89550.0,
3,02378,0011,,2021,2100733.0,,,,,2147460.0,497129.0,,61071.0,36047055500
3,02380,0001,,2021,222754.0,,,,,306675.0,118815.0,4265.0,35443.0,
3,02380,1101,1101,2021,187100.0,,,,,203100.0,50889.0,,8900.0,
3,02380,0012,,2021,390333.0,,,,,390333.0,147227.0,,56067.0,
3,02380,0004,,2021,,,,,,,49089.0,,9142.0,
3,02383,0026,,2021,207336.0,,,,,283184.0,65018.0,,23895.0,
3,02384,0001,,2021,812936.0,,,,,812936.0,189633.0,14270.0,33539.0,
3,00239,0001,,2021,,,25883984.0,,,34713121.0,13963826.0,5170723.0,1645680.0,
3,02390,0001,,2021,,,,,,112500.0,44626.0,,11163.0,
3,02390,1001,1001,2021,,97000.0,743097.0,,,,248932.0,65544.0,24461.0,
3,02390,0018,,2021,,,,,,1.0,55463.0,,16699.0,
3,02390,0024,,2021,,,,,,335385.0,27202.0,11480.0,,
3,02390,0024,,2021,,,,,,335385.0,27202.0,11480.0,,
3,02393,0002,,2021,50845.0,238756.0,,,,419208.0,168970.0,,59129.0,
3,02395,0029,,2021,,475054.0,,,,475054.0,153348.0,7000.0,45266.0,
3,02396,0001,,2021,,1506162.0,,,,1989471.0,556212.0,42000.0,50205.0,
3,02399,0001,,2021,1905214.0,,,,,2183487.0,657269.0,2683.0,90181.0,36047051300
3,02399,0008,,2021,,522681.0,,,,522681.0,155095.0,28760.0,24798.0,
3,02405,0012,,2021,84321.0,393545.0,,,,477866.0,158976.0,11624.0,43519.0,
3,02405,0027,,2021,630241.0,,,,,630241.0,197440.0,,84503.0,36047055100
3,02406,0014,,2021,431287.0,26640.0,,,,457927.0,195052.0,,8609.0,
3,02407,0012,,2021,1169404.0,,,,8037164.0,9232764.0,3068000.0,,759498.0,36047052300
