,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,repairs_percent_of_expenses,expenses_percent_of_income
7362,1,2139,537,,2021,466080.0,284730.0,,,58323.0,809133.0,513667.0,96300.0,110148.0,,21.443464345577972,63.48363000891077
7363,1,2139,551,,2021,2052950.0,,,,35919.0,2109649.0,1037109.0,,238289.0,,22.976273467880425,49.160263152780395
7364,1,2139,564,,2021,601447.0,233057.0,,,,865924.0,389381.0,,100662.0,,25.85180067851282,44.967110277576325
7365,1,2139,578,,2021,605284.0,93892.0,,,67532.0,766708.0,521791.0,64473.0,114442.0,,21.932536207025418,68.05602654465585
7366,1,2141,1,,2021,,,,,,844185.0,559298.0,,9506.0,,1.6996306083697776,66.2530132613112
7367,1,2141,13,,2021,467419.0,,,,,574394.0,322053.0,9216.0,30211.0,,9.380754099480521,56.06830851297193
7368,1,2141,17,,2021,,,,,,51248.0,,,,,,
7369,1,2141,21,,2021,,,,,,1039698.0,196195.0,14658.0,6652.0,,3.390504345166798,18.87038351521307
7370,1,2141,33,,2021,,,,,,652083.0,154638.0,3500.0,41922.0,,27.10976603422186,23.714465796532036
7371,1,2141,41,,2021,,,,,,129800.0,17595.0,,2500.0,,14.208581983518046,13.555469953775038
7372,1,2141,42,,2021,223356.0,43005.0,,,,488545.0,290386.0,,31682.0,,10.910305593244853,59.438946258788846
7373,1,2142,1,,2021,428280.0,642708.0,,,,1070988.0,422630.0,33090.0,155182.0,,36.71816955729598,39.46169331495778
7374,1,2142,112,,2021,189794.0,,,,,189794.0,116183.0,,15246.0,,13.122401728307928,61.21531766020001
7375,1,2142,120,,2021,413489.0,1029308.0,,,,1510834.0,536650.0,,169505.0,,31.585763533028977,35.520116703754354
7376,1,2142,130,,2021,1773032.0,458364.0,118788.0,,,2660939.0,1463761.0,,259544.0,,17.731309961120704,55.0091903647547
7377,1,2142,133,,2021,,,61451.0,,,79556.0,126607.0,,815.0,,0.6437242806479895,159.14198803358641
7378,1,2142,130,,2021,1773032.0,458364.0,118788.0,,,2660939.0,1463761.0,,259544.0,,17.731309961120704,55.0091903647547
7379,1,2142,161,,2021,420413.0,864384.0,,,,1284797.0,530120.0,,162998.0,,30.747377952161774,41.26099298177066
7380,1,2142,168,,2021,584843.0,176286.0,,,45170.0,810951.0,324916.0,,35971.0,,11.070861391867437,40.0660459139948
7381,1,2142,175,,2021,432355.0,219111.0,,,37736.0,839500.0,355741.0,,44625.0,,12.544238645531438,42.37534246575343
7382,1,2142,178,,2021,926258.0,384538.0,,,81776.0,1421393.0,540505.0,,107353.0,,19.861610900916734,38.02642900309767
7383,1,2142,194,,2021,,,,,,687419.0,73945.0,,6140.0,,8.303468794374197,10.75690372247494
7384,1,2142,202,,2021,1009968.0,,,,,1009968.0,283439.0,10650.0,53304.0,36061026300.0,18.806162878079586,28.064156488126358
7385,1,2142,211,,2021,851118.0,,,,,856308.0,417053.0,4775.0,66829.0,,16.024102452206314,48.703620659856036
7386,1,2142,217,,2021,542498.0,387067.0,,,16972.0,1654503.0,711884.0,1000.0,121771.0,,17.105455383180406,43.02706008994846
7387,1,2142,224,,2021,615439.0,346000.0,,,29710.0,1788340.0,682369.0,3000.0,36778.0,,5.3897524653083595,38.15655859624009
7388,1,2142,227,,2021,691747.0,,,,,691747.0,653509.0,,394125.0,,60.30903935523458,94.47225647527203
7389,1,2142,244,,2021,894239.0,,,,43598.0,1271988.0,584656.0,,73922.0,,12.643674228948305,45.963955634801586
7390,1,2142,32,,2021,444124.0,21149.0,,,,466948.0,486922.0,,217578.0,,44.684364230821366,104.27756409707291
7391,1,2142,34,,2021,454197.0,39342.0,,,,494174.0,376437.0,,147210.0,,39.10614525139665,76.17499099507461
7392,1,2142,38,,2021,556919.0,,,,,556919.0,248489.0,,53917.0,,21.697942363645875,44.61851723500186
7393,1,2142,45,,2021,767432.0,,,,150011.0,923733.0,349795.0,,60570.0,36061025300.0,17.315856430194827,37.867543976452076
7394,1,2142,58,,2021,980685.0,,,,,980685.0,358514.0,32128.0,71125.0,36061025300.0,19.838834745644522,36.55750827227907
7395,1,2142,6,,2021,,634946.0,,,,634946.0,696675.0,,423387.0,,60.772526644418136,109.7219291089321
7396,1,2142,63,,2021,426593.0,,,,25785.0,452403.0,197048.0,,32482.0,,16.484308391863912,43.55585617248338
7397,1,2142,66,,2021,664730.0,,,,,1202323.0,367715.0,50069.0,27750.0,,7.546605387324422,30.58371169810442
7398,1,2142,73,,2021,488282.0,,,916645.0,,929362.0,482167.0,50069.0,105692.0,,21.920206069681253,51.881505807209685
7399,1,2142,78,,2021,387691.0,,,,,387741.0,164101.0,,11420.0,,6.959128829196653,42.32232340660389
7400,1,2142,81,,2021,388922.0,,,,35959.0,424906.0,271023.0,,57857.0,,21.34763470258982,63.78422521687149
7401,1,2142,84,,2021,267615.0,,,,,267615.0,182440.0,,55077.0,,30.18910326682745,68.17256132877455
7402,1,2142,95,,2021,630906.0,,,,,630906.0,281528.0,,60054.0,,21.3314483816885,44.6228122731437
7403,1,2142,97,,2021,356212.0,,,,37302.0,393514.0,235635.0,,4524.0,,1.9199185180469795,59.879699324547545
7404,1,2143,1,,2021,784463.0,109752.0,,,20090.0,1213210.0,412679.0,,58248.0,36061026300.0,14.11460239072015,34.01546311026121
7405,1,2143,13,,2021,555168.0,,,,12040.0,645921.0,296320.0,10465.0,26806.0,,9.046301295896328,45.87557921169926
7406,1,2143,20,,2021,553376.0,,,,9749.0,1000005.0,365108.0,4800.0,22953.0,36061026300.0,6.286632996264119,36.51061744691276
7407,1,2143,21,,2021,527310.0,,,,6025.0,604131.0,270457.0,17317.0,23212.0,,8.582510343603603,44.76793940387102
7408,1,2143,25,,2021,,,,,,109257.0,32084.0,,163.0,,0.5080413913477123,29.365624170533692
7409,1,2143,44,,2021,412607.0,225168.0,107534.0,12000.0,,789343.0,491503.0,33873.0,78126.0,,15.895325155695897,62.26735398933037
7410,1,2143,55,,2021,257692.0,,,91687.0,,349379.0,134089.0,,17763.0,,13.247171654647286,38.37923859190163
7411,1,2143,56,,2021,454837.0,360650.0,,,,1094070.0,1039266.0,,65174.0,,6.271156758712398,94.9908141160986
7412,1,2143,62,,2021,736281.0,,,,20821.0,760890.0,334576.0,15398.0,28004.0,,8.369996652479557,43.97166476100356
7413,1,2143,8,,2021,336115.0,,76000.0,,,413086.0,195864.0,,58392.0,,29.8125229751256,47.414824031799675
7414,1,2144,13,,2021,598113.0,,,,7813.0,649618.0,383914.0,,54578.0,,14.21620467083774,59.09842399687201
7415,1,2144,17,,2021,532935.0,,,,14664.0,582602.0,502286.0,,83820.0,,16.687703818143447,86.2142594773104
7416,1,2144,25,,2021,471709.0,,,,108835.0,583153.0,280576.0,,75162.0,,26.788463731751825,48.11361683811967
7417,1,2144,27,,2021,471709.0,,,,108835.0,583153.0,280576.0,,75162.0,,26.788463731751825,48.11361683811967
7418,1,2144,29,,2021,635839.0,54932.0,,,3095.0,847049.0,372201.0,,60902.0,,16.362664259365236,43.940905425778205
7419,1,2144,33,,2021,793228.0,22824.0,,,26233.0,912099.0,378407.0,4554.0,39096.0,,10.331732763928786,41.487492037596795
7420,1,2144,38,,2021,204902.0,,,,,204902.0,151844.0,,24782.0,36061026300.0,16.320697558020072,74.10567002762296
7421,1,2144,40,,2021,350055.0,,33300.0,,,383355.0,305712.0,,72109.0,,23.587232427906002,79.74644911374574
7422,1,2144,42,,2021,517558.0,47800.0,,,,998611.0,596828.0,18113.0,147287.0,,24.67829927550316,59.765814716641415
7423,1,2144,45,,2021,341707.0,,,,,734571.0,521659.0,,107913.0,,20.686502101947823,71.01546344737268
7424,1,2144,49,,2021,,,,,,540673.0,25112.0,,141.0,,0.5614845492194966,4.64458184521883
7425,1,2144,8,,2021,668205.0,142395.0,,,4192.0,883752.0,448677.0,42025.0,35218.0,,7.8492991617577905,50.76955978600331
7426,1,2145,12,,2021,,,,,,816217.0,142464.0,1285.0,63596.0,,44.64004941599281,17.454181914858427
7427,1,2145,15,,2021,,,,458333.0,,2577527.0,464793.0,124413.0,99937.0,,21.501399547755668,18.032517215144594
7428,1,2145,22,,2021,417844.0,166525.0,,,87471.0,1239966.0,397209.0,,17047.0,,4.291695303983546,32.033862218802774
7429,1,2145,27,,2021,,,,,,791238.0,114699.0,,9078.0,,7.914628723877279,14.496144017350026
7430,1,2145,31,,2021,476677.0,,,,,478159.0,255652.0,,44788.0,,17.519127564032356,53.46589732703975
7431,1,2145,33,,2021,308029.0,,,,,308029.0,152715.0,,4723.0,,3.092688995841928,49.57812413766236
7432,1,2145,36,,2021,525616.0,,,,,528288.0,307630.0,,72325.0,,23.51038585313526,58.231494942152764
7433,1,2145,38,,2021,525616.0,,,,,528288.0,307630.0,,72325.0,,23.51038585313526,58.231494942152764
7434,1,2145,44,,2021,365393.0,,,,,389472.0,200085.0,2265.0,33135.0,,16.560461803733414,51.37339783090954
7435,1,2149,270,,2021,644814.0,,,,,644814.0,247518.0,,23900.0,,9.655863411953879,38.38595315858527
7436,1,2149,56,,2021,527703.0,,,,,527703.0,537961.0,,220686.0,,41.02267636501531,101.94389647206856
7437,1,2149,7,,2021,966159.0,,,,14897.0,1006369.0,564049.0,23679.0,75579.0,,13.399367785422896,56.047930729185815
7438,1,2152,36,,2021,842674.0,,,,,847549.0,299237.0,,62978.0,36061026100.0,21.046194153797828,35.30615928990537
7439,1,2152,36,,2021,842674.0,,,,,847549.0,299237.0,,62978.0,36061026100.0,21.046194153797828,35.30615928990537
7440,1,2152,41,,2021,208506.0,60258.0,,,,268506.0,140773.0,,32318.0,,22.95752736675357,52.42825113777718
7441,1,2152,45,,2021,162317.0,,,,,162317.0,124923.0,,32217.0,,25.78948632357532,76.9623637696606
7442,1,2152,48,,2021,,,791969.0,,,1048436.0,265308.0,,54674.0,,20.607746468255765,25.305121151887196
7443,1,2152,61,,2021,230187.0,,,,995481.0,1258409.0,650154.0,60611.0,40804.0,36061026900.0,6.276051520101392,51.66476082100494
7444,1,2152,72,,2021,,,,,,443696.0,71786.0,,18300.0,,25.492435851001588,16.179095596985324
7445,1,2152,91,,2021,384856.0,31332.0,,,,416188.0,151971.0,5170.0,43073.0,,28.342907528410027,36.514988418695395
7446,1,2153,1,,2021,18056837.0,,,,,20661620.0,15673580.0,2102452.0,2625039.0,,16.748177506351453,75.85842736435961
7447,1,2153,29,,2021,660767.0,,,,,1236806.0,419475.0,,48237.0,,11.499374217772216,33.91599005826298
7448,1,2153,36,,2021,275484.0,,247716.0,,1764.0,925958.0,295648.0,,33622.0,,11.3723076090486,31.92887798366665
7449,1,2153,37,,2021,805024.0,,47888.0,,94510.0,949822.0,603066.0,725.0,204515.0,,33.91254025264233,63.49252807368118
7450,1,2153,37,,2021,805024.0,,47888.0,,94510.0,949822.0,603066.0,725.0,204515.0,,33.91254025264233,63.49252807368118
7451,1,2153,57,,2021,727959.0,,,,62544.0,1403401.0,384481.0,3291.0,46008.0,,11.966261011597453,27.396374949141407
7452,1,2153,63,,2021,,,,,,675516.0,215966.0,103744.0,24847.0,,11.505051721104248,31.970523274060124
7453,1,2153,67,,2021,112827.0,87000.0,,,,306168.0,266602.0,152321.0,24841.0,,9.317634526372645,87.07702960466149
7454,1,2153,68,,2021,400263.0,66000.0,,,,714392.0,622070.0,355415.0,57963.0,,9.31776166669346,87.0768429657667
7455,1,2153,81,,2021,,,746929.0,,,780848.0,161635.0,3578.0,45584.0,,28.2018127262041,20.699931356678896
7456,1,2154,1,,2021,,,,,,2637156.0,1086831.0,119398.0,9544.0,,0.8781494086937159,41.212237728826054
7457,1,2154,24,,2021,201776.0,107400.0,,,,547996.0,123956.0,,28192.0,,22.743554164380907,22.61987313776013
7458,1,2154,35,,2021,8580.0,,3000.0,,,675684.0,101413.0,,17606.0,,17.36069340222654,15.008939089870413
7459,1,2154,43,,2021,207698.0,218946.0,,,,426644.0,287320.0,60856.0,39556.0,,13.767228177641655,67.34420266076636
7460,1,2154,5,,2021,,,,,,146520.0,28417.0,2256.0,,,,19.394621894621896
7461,1,2154,52,,2021,76132.0,105263.0,,,,181751.0,173559.0,3875.0,53318.0,,30.720389031971834,95.49273456542193
7462,1,2154,69,,2021,276448.0,,,,,419828.0,124272.0,17000.0,26196.0,,21.07956740054075,29.60069361738617
7463,1,2154,77,,2021,106394.0,89420.0,,,325.0,196154.0,62701.0,,13372.0,,21.326613610628222,31.96519061553677
7464,1,2154,79,,2021,121606.0,94118.0,,,,215725.0,127626.0,,35169.0,,27.556297306191528,59.161432379186465
7465,1,2154,80,,2021,62767.0,241495.0,,,,304272.0,76449.0,,12214.0,,15.976664181349658,25.12521691118473
7466,1,2155,1,,2021,,,64755.0,,,1234577.0,141862.0,,3251.0,,2.2916637295399753,11.490737313266001
7467,1,2155,28,,2021,333063.0,,,,,451627.0,170169.0,,29379.0,,17.26460166070201,37.67910244515939
7468,1,2155,68,,2021,598257.0,,,,,598257.0,657809.0,5000.0,70150.0,,10.66418975720916,109.9542504308349
7469,1,2155,91,,2021,544654.0,,,,,544654.0,557410.0,,65000.0,,11.661075330546636,102.3420373301215
7470,1,2156,39,,2021,381065.0,,,,,381065.0,224857.0,,64822.0,,28.828099636657967,59.00751840237229
7471,1,2156,92,,2021,,335630.0,,,,335630.0,214193.0,,35372.0,,16.514078424598377,63.81819265262343
7472,1,2156,95,,2021,586443.0,,,,,586443.0,363394.0,,137995.0,,37.97393462742918,61.965783545885955
7473,1,2157,1,,2021,,564076.0,,,,564076.0,218087.0,,54342.0,,24.917578764438044,38.6626979343209
7474,1,2157,29,,2021,321504.0,141134.0,,,,462638.0,273837.0,4129.0,28017.0,,10.231268966575007,59.19033888266853
7475,1,2157,33,,2021,204903.0,,,,,430006.0,233591.0,,58020.0,,24.838285721624548,54.32273038050632
7476,1,2157,47,,2021,299520.0,,,,,310539.0,182257.0,,4199.0,,2.3038895625408076,58.69053484425467
7477,1,2157,67,,2021,357600.0,64000.0,,,,636800.0,691032.0,300000.0,120000.0,,17.365331851491682,108.51633165829146
7478,1,2157,75,,2021,218652.0,40504.0,,,,370053.0,248577.0,,32600.0,,13.114648579715743,67.17335084433851
7479,1,2157,8,,2021,,,,,,412443.0,26854.0,,,,,6.510960302393301
7480,1,2157,96,,2021,305003.0,,,,30761.0,335764.0,154014.0,,17327.0,,11.250275948939708,45.86971801622568
7481,1,2158,1,,2021,166442.0,22130.0,,,,419123.0,152886.0,,36252.0,,23.711785251756208,36.47759726858225
7482,1,2158,10,,2021,361183.0,65224.0,,,10507.0,438822.0,251367.0,,33287.0,,13.242390608154611,57.28222377182548
7483,1,2158,12,,2021,351825.0,62475.0,,,48534.0,476281.0,261501.0,,58804.0,,22.48710329979618,54.90477260272822
7484,1,2158,54,,2021,568377.0,,,,6519.0,574896.0,208478.0,,40309.0,,19.33489384971076,36.26360246027108
7485,1,2158,62,,2021,574800.0,37584.0,,,,873377.0,592101.0,30055.0,126307.0,,21.332002479306738,67.79443470574563
7486,1,2158,67,,2021,366037.0,50100.0,,,10605.0,429917.0,213440.0,,23609.0,,11.06118815592204,49.646792287813696
7487,1,2158,7,,2021,611096.0,70944.0,,,84823.0,1282614.0,436492.0,,44126.0,,10.10923453350806,34.03143892082887
7488,1,2158,70,,2021,235259.0,41307.0,,,33048.0,312214.0,191584.0,,10270.0,,5.360572907967263,61.36303945370803
7489,1,2158,73,,2021,331856.0,85288.0,,,,417144.0,276728.0,,86163.0,,31.136350495793703,66.33872235966477
7490,1,2158,77,,2021,315810.0,,,,,413581.0,225525.0,,52481.0,,23.270590843587186,54.52982608001818
7491,1,2158,84,,2021,596557.0,101813.0,,,,702468.0,301828.0,2423.0,41222.0,,13.657447287859311,42.96679706406555
7492,1,2159,35,,2021,829623.0,,,,25662.0,856897.0,64045.0,16853.0,84033.0,,131.20930595674915,7.474060476346632
7493,1,2159,5,,2021,358570.0,,,,135184.0,522191.0,257448.0,,66241.0,,25.729856126285693,49.30150079185585
7494,1,2159,77,,2021,497834.0,,,,,497834.0,538986.0,,56162.0,,10.419936695943866,108.26620921833383
7495,1,2161,1,,2021,1203509.0,,,,,1206683.0,614573.0,,165222.0,,26.88403167727837,50.9307746939337
7496,1,2161,100,,2021,378294.0,,,,4323.0,382617.0,213630.0,,73682.0,,34.49047418433741,55.83390178690439
7497,1,2161,114,,2021,423260.0,,,,24248.0,447736.0,247543.0,,71346.0,,28.821659267278815,55.287714188718354
7498,1,2161,15,,2021,651380.0,,,,247032.0,1353717.0,764441.0,,141452.0,,18.50397872432274,56.46977913404353
7499,1,2161,4,,2021,500014.0,16461.0,,,92378.0,1094741.0,364882.0,3000.0,39800.0,36061027700.0,10.90763589324768,33.33044071611459
7500,1,2161,40,,2021,572582.0,,,,,572582.0,633291.0,,134863.0,,21.295581336226157,110.60267350353313
7501,1,2161,75,,2021,1373726.0,,,,,1399534.0,491537.0,,48206.0,,9.807196609817776,35.12147614848943
7502,1,2162,1,,2021,18056837.0,,,,,20661620.0,15673580.0,2102452.0,2625039.0,,16.748177506351453,75.85842736435961
7503,1,2162,25,,2021,267276.0,12450.0,,,1758.0,293383.0,297666.0,,67764.0,36061026300.0,22.765112575840035,101.45986645442989
7504,1,2162,27,,2021,328538.0,,,,,406548.0,335484.0,,13408.0,36061026300.0,3.9966138474562123,82.52014522270433
7505,1,2162,32,,2021,298942.0,95700.0,,,,539483.0,261786.0,,15267.0,36061026300.0,5.831862666452752,48.52534741595194
7506,1,2162,37,,2021,324234.0,,,,,978477.0,416753.0,,42523.0,,10.203405854306988,42.59200778352481
7507,1,2162,39,,2021,,,,,,760289.0,262100.0,,65000.0,,24.79969477298741,34.47373301468257
7508,1,2162,49,,2021,208417.0,,,,,208417.0,112725.0,,12798.0,,11.353293413173652,54.08627895037353
7509,1,2162,55,,2021,,,,,,1272385.0,185857.0,104877.0,11131.0,,5.9890130584266394,14.6069782337893
7510,1,2162,63,,2021,,,,725367.0,,4383528.0,591902.0,192998.0,187622.0,,31.69815273474325,13.502868009511973
7511,1,2162,68,,2021,581050.0,,872899.0,,,1474650.0,354849.0,,33390.0,,9.40963621145896,24.06326925033059
7512,1,2162,74,,2021,197861.0,,,,,197861.0,274823.0,14712.0,41077.0,,14.946711155907622,138.89700345191827
7513,1,2163,53,,2021,,,319236.0,,,2785318.0,398595.0,127637.0,57526.0,,14.432193078187133,14.31057423245748
7514,1,2164,1001,1001.0,2021,,,,,,2694636.0,2570386.0,74576.0,,,,95.38898760352048
7515,1,2164,38,,2021,735368.0,378775.0,,,,1123297.0,395097.0,19884.0,56143.0,,14.209928194848354,35.172977404907165
7516,1,2164,58,,2021,339094.0,123200.0,,,,482100.0,187874.0,,18382.0,,9.784217081661113,38.969923252437255
7517,1,2165,1,,2021,,,,,,904320.0,51709.0,,,,,5.71799805378627
7518,1,2165,1001,1001.0,2021,,,,,,,90256.0,,30114.0,,33.36509484134019,
7519,1,2165,1002,1002.0,2021,65854.0,,,,,65854.0,90320.0,,20611.0,,22.819973427812222,137.15188143468885
7520,1,2165,16,,2021,,,,,,1370193.0,364432.0,280627.0,8394.0,,2.303310356939017,26.597129017590955
7521,1,2165,19,,2021,,,,,,957762.0,286376.0,47878.0,59577.0,,20.803768472218344,29.90053896479501
7522,1,2165,38,,2021,603869.0,,,,,930362.0,622426.0,,94346.0,,15.157785825142266,66.90148565827066
7523,1,2165,4,,2021,202449.0,,,,,293538.0,130888.0,,22417.0,,17.126856549110688,44.589797573056984
7524,1,2165,42,,2021,165715.0,,,,,460986.0,176820.0,,17181.0,,9.716661011197829,38.35691322513048
7525,1,2165,43,,2021,194380.0,,,,,547198.0,218055.0,,34879.0,,15.995505721033684,39.849378104452136
7526,1,2165,53,,2021,1209795.0,,,,,1478975.0,543769.0,4566.0,74762.0,,13.748852913645315,36.76661201169729
7527,1,2165,6,,2021,238602.0,,,,35118.0,273720.0,148565.0,,31735.0,,21.36102042876855,54.27626771883677
7528,1,2165,61,,2021,366802.0,130299.0,,,58643.0,555794.0,319297.0,,19236.0,,6.02448504057351,57.448802973763655
7529,1,2165,63,,2021,312945.0,,,,,485702.0,196051.0,,74489.0,,37.994705459293755,40.364462159925225
7530,1,2165,69,,2021,,,1774941.0,,,1774941.0,375315.0,,,,,21.145209897117706
7531,1,2165,7,,2021,298401.0,,,,,299621.0,159554.0,,37556.0,,23.538112488561865,53.2519416195794
7532,1,2165,9,,2021,271938.0,,,,,273049.0,176503.0,,65324.0,,37.01013580505714,64.641511230585
7533,1,2166,23,,2021,618439.0,,,,68365.0,1081285.0,435177.0,4949.0,94748.0,,21.7722903554186,40.24628104523784
7534,1,2166,7,,2021,236143.0,46272.0,32491.0,,25246.0,340152.0,213306.0,,106962.0,,50.14486231048353,62.709024200945464
7535,1,2166,74,,2021,279228.0,75408.0,,,,644199.0,308968.0,3578.0,49571.0,,16.044056342404392,47.96157709030905
7536,1,2166,76,,2021,107188.0,22800.0,,,,237356.0,195790.0,,55767.0,,28.483068593901628,82.48790845818095
7537,1,2167,1,,2021,,,,,,1682902.0,156829.0,,24942.0,,15.903946336455629,9.318962126136876
7538,1,2167,27,,2021,411831.0,,,,,431972.0,214661.0,,60253.0,,28.068908651315326,49.69326715620457
7539,1,2167,75,,2021,302782.0,,,,,360782.0,258952.0,,51407.0,,19.85194167258797,71.77519942790937
7540,1,2168,1,,2021,1096676.0,,,,,1098476.0,650760.0,,74672.0,,11.474583563833058,59.24207720514604
7541,1,2168,70,,2021,622612.0,26460.0,,,10807.0,662631.0,386815.0,5123.0,43847.0,,11.33539288807311,58.37562685717994
7542,1,2168,80,,2021,7000.0,348980.0,,,,513402.0,411768.0,,86551.0,,21.019360416545236,80.20381689202614
7543,1,2168,84,,2021,449467.0,,,,34085.0,483552.0,247636.0,,40106.0,,16.195545074221844,51.211865528423004
7544,1,2169,1,,2021,429085.0,34332.0,,,11481.0,573318.0,286532.0,15399.0,30475.0,,10.635810310890232,49.97784824477864
7545,1,2169,18,,2021,509232.0,,,,83945.0,722038.0,371252.0,,52616.0,,14.172583582041309,51.417238427894375
7546,1,2169,3,,2021,526238.0,,,,,526238.0,363172.0,10862.0,130005.0,,35.79708788122432,69.01288010367932
7547,1,2169,43,,2021,191931.0,124078.0,,,,312217.0,183302.0,5595.0,48895.0,,26.67455892461621,58.709807601764155
7548,1,2169,53,,2021,769691.0,,,,,1335873.0,447723.0,,71888.0,,16.056356273856824,33.51538656743568
7549,1,2169,6,,2021,356592.0,,,,,356592.0,213820.0,,77383.0,,36.19072116733702,59.96208552070714
7550,1,2169,60,,2021,405419.0,31058.0,,,,465384.0,231609.0,4289.0,29987.0,,12.94725161802866,49.76728894848125
7551,1,2169,9,,2021,415544.0,,,,,415544.0,257194.0,37382.0,67669.0,,26.310489358227642,61.89332537589281
7552,1,2170,1,,2021,291286.0,,,,30705.0,323042.0,154561.0,,90415.0,,58.497939324926726,47.845481392512426
7553,1,2170,105,,2021,1546250.0,,,,,1555250.0,654796.0,,67183.0,,10.260142090055528,42.10229866580936
7554,1,2170,112,,2021,1994277.0,,,,,2006277.0,1188303.0,,99817.0,,8.39996196256342,59.22925897072039
7555,1,2170,16,,2021,1355030.0,82451.0,,,,1451528.0,734351.0,,141924.0,,19.32645288152396,50.5915834899499
7556,1,2170,252,,2021,538321.0,,,,,538321.0,458752.0,5360.0,115747.0,36061027900.0,25.230843680245535,85.21904217000638
7557,1,2170,287,,2021,507355.0,785963.0,31735.0,,17659.0,1382696.0,669419.0,,218874.0,,32.696114092967186,48.41404039644289
7558,1,2170,302,,2021,1573361.0,,,,,1580261.0,767073.0,10257.0,163537.0,,21.319613648244694,48.54090558458381
7559,1,2170,307,,2021,1508568.0,,,,,1515468.0,1079674.0,10257.0,437109.0,,40.48527611112243,71.24360263628134
7560,1,2170,336,,2021,1007956.0,,,,,1010898.0,353575.0,,11567.0,,3.2714417026090645,34.976327977699036
7561,1,2170,361,,2021,810558.0,,,,124194.0,937915.0,573646.0,21429.0,58954.0,,10.277069830522658,61.161832362207655
7562,1,2170,365,,2021,607097.0,,,,130531.0,737628.0,373715.0,,97410.0,,26.065317153445804,50.66442705537209
7563,1,2170,42,,2021,977438.0,,,,,981143.0,451222.0,,46460.0,,10.29648377073813,45.989422540852864
7564,1,2170,500,,2021,411461.0,,,,,429708.0,205342.0,,54630.0,,26.60439656767734,47.78640379048098
7565,1,2170,505,,2021,98004.0,,,,,98004.0,195430.0,20350.0,34795.0,,17.804328915724298,199.41022815395291
7566,1,2170,506,,2021,277901.0,21600.0,,,,299566.0,108639.0,9241.0,29791.0,,27.422012352838298,36.26546403797494
7567,1,2170,508,,2021,,281766.0,,,,281766.0,158234.0,,72520.0,,45.83085809623722,56.15794666496312
7568,1,2170,510,,2021,419278.0,,,,,420591.0,311675.0,,36316.0,,11.65188096574958,74.10405833695918
7569,1,2170,510,,2021,419278.0,,,,,420591.0,311675.0,,36316.0,,11.65188096574958,74.10405833695918
7570,1,2170,510,,2021,419278.0,,,,,420591.0,311675.0,,36316.0,,11.65188096574958,74.10405833695918
7571,1,2170,513,,2021,159255.0,90287.0,,,13772.0,263467.0,113140.0,15345.0,20551.0,,18.16422131872017,42.94275943476792
7572,1,2170,515,,2021,42203.0,262869.0,,,18960.0,324087.0,120126.0,16131.0,30327.0,,25.245991708705862,37.0659730257616
7573,1,2170,555,,2021,1162837.0,11983.0,,,62446.0,1252931.0,467838.0,41832.0,97017.0,,20.737306503533272,37.3394863723541
7574,1,2170,560,,2021,2168647.0,,,,,2183047.0,875649.0,,60042.0,,6.856857028329845,40.11132146948737
7575,1,2170,66,,2021,756110.0,52849.0,,,73940.0,1035521.0,639963.0,93960.0,107858.0,,16.85378685955282,61.801064391740965
7576,1,2170,70,,2021,,,158334.0,,,441561.0,164451.0,,103942.0,,63.2054532961186,37.2430989149857
7577,1,2170,74,,2021,,,,,,314712.0,79917.0,382.0,12825.0,,16.047899695934532,25.3936932814764
7578,1,2170,76,,2021,,,,,,161844.0,48352.0,30.0,2477.0,,5.122849106551952,29.8756827562344
7579,1,2170,83,,2021,425439.0,677921.0,233007.0,,54089.0,1429378.0,620798.0,,138360.0,,22.287442936349667,43.43133866618907
7580,1,2170,91,,2021,746475.0,,,,94179.0,1129374.0,440894.0,4597.0,59159.0,,13.417964408678731,39.03879494303924
7581,1,2170,96,,2021,1192722.0,,,,,1358787.0,573432.0,,56473.0,,9.848247045857224,42.20175789141344
7582,1,2171,20,,2021,211119.0,292200.0,,,2856.0,506175.0,248736.0,,49101.0,,19.74020648398302,49.140317084012445
7583,1,2171,24,,2021,373722.0,,,,,373722.0,162286.0,,51422.0,,31.686035764021543,43.4242565329309
7584,1,2170,260,,2021,621805.0,,,,47967.0,669772.0,361795.0,700.0,85643.0,,23.671692533064302,54.01763585220045
7585,1,2171,42,,2021,2017198.0,226033.0,,,23098.0,2290635.0,1025843.0,,147403.0,,14.368962891982495,44.78421922305387
7586,1,2171,52,,2021,2672121.0,130734.0,,,55536.0,2885408.0,1251350.0,,191827.0,,15.329604027650138,43.36821690381395
7587,1,2171,66,,2021,1573564.0,210044.0,,,31887.0,1871635.0,651111.0,,93278.0,,14.325975140951389,34.788353498411816
7588,1,2172,100,,2021,924772.0,,,,,924772.0,391740.0,11200.0,69963.0,36061028500.0,17.859549701332515,42.36071161324089
7589,1,2172,120,,2021,485746.0,,,,,485740.0,262675.0,3891.0,28473.0,,10.83963072237556,54.07728414378062
7590,1,2172,30,,2021,358074.0,,,,,358074.0,222866.0,,32604.0,,14.629418574389993,62.240207331445454
